,Domain,Subdomain,num_edges,Graph_order,Weighted,Directed,Bipartite,Multigraph,Multiplex,Component,fp_gml,n,alpha,xmin,ntail,Lpl,ppl,dexp,dln,dstrexp,dplwc
Fungal_growth_networks_Pv_L_I+4xR_U_N_155d_3_Biological_Tissue_n3.gml_multiplexpathscore_multigraphsimplified_largestcompdistribution.txt,Biological,Tissue,488,3,0,0,0,simplified,sub_pathscore,largest,/Volumes/Durodon/gmls/Biological/Tissue/n3/Fungal_growth_networks_Pv_L_I+4xR_U_N_155d_3_Biological_Tissue_n3.gml,411,1.8600000000000008,1.0,411.0,-791.61052591647535,0.0,2.0,-1.0,-1.0,-1.0
Fungal_growth_networks_Pv_L_I+4xR_U_N_155d_3_Biological_Tissue_n3.gml_multiplexconductance_multigraphsimplifieddistribution.txt,Biological,Tissue,495,3,0,0,0,simplified,sub_conductance,entire,/Volumes/Durodon/gmls/Biological/Tissue/n3/Fungal_growth_networks_Pv_L_I+4xR_U_N_155d_3_Biological_Tissue_n3.gml,425,1.8800000000000008,1.0,425.0,-799.76398434679095,0.0,-1.0,-1.0,-1.0,-1.0
Fungal_growth_networks_Pv_L_I+4xR_U_N_155d_3_Biological_Tissue_n3.gml_multiplexconductance_multigraphsimplified_largestcompdistribution.txt,Biological,Tissue,488,3,0,0,0,simplified,sub_conductance,largest,/Volumes/Durodon/gmls/Biological/Tissue/n3/Fungal_growth_networks_Pv_L_I+4xR_U_N_155d_3_Biological_Tissue_n3.gml,411,1.8600000000000008,1.0,411.0,-791.61052591647535,0.0,2.0,-1.0,-1.0,-1.0
Fungal_growth_networks_Rb_M_I_Fc-H_N_26d_3_Biological_Tissue_n3.gml_multiplexpathscore_multigraphsimplifieddistribution.txt,Biological,Tissue,247,3,0,0,0,simplified,sub_pathscore,entire,/Volumes/Durodon/gmls/Biological/Tissue/n3/Fungal_growth_networks_Rb_M_I_Fc-H_N_26d_3_Biological_Tissue_n3.gml,233,2.0200000000000009,1.0,233.0,-374.63550048829774,0.0,2.0,-1.0,-1.0,-1.0
Fungal_growth_networks_Rb_M_I_Fc-H_N_26d_3_Biological_Tissue_n3.gml_multiplexconductance_multigraphsimplifieddistribution.txt,Biological,Tissue,247,3,0,0,0,simplified,sub_conductance,entire,/Volumes/Durodon/gmls/Biological/Tissue/n3/Fungal_growth_networks_Rb_M_I_Fc-H_N_26d_3_Biological_Tissue_n3.gml,233,2.0200000000000009,1.0,233.0,-374.63550048829774,0.0,2.0,-1.0,-1.0,-1.0
US_Congress_roll-call_votes_1789-2009_Rollcall_US_House_77_Social_Political_n3.gml_weighted2distribution.txt,Social,Political,2722,3,w2,0,0,0,0,connected,/Volumes/Durodon/gmls/Social/Political/n3/US_Congress_roll-call_votes_1789-2009_Rollcall_US_House_77_Social_Political_n3.gml,453,3.2200000000000011,6.0,284.0,-673.38635434927073,0.0040000000000000001,1.0,1.0,1.0,0.0
Route_Views_AS_graphs_1999-2000_as19990105_Technological_Communication_n3.gml_multigraphsimplifieddistribution.txt,Technological,Communication,1246,3,0,0,0,simplified,0,connected,/Volumes/Durodon/gmls/Technological/Communication/n3/Route_Views_AS_graphs_1999-2000_as19990105_Technological_Communication_n3.gml,545,2.2700000000000014,2.0,403.0,-821.53944915763032,0.31,1.0,2.0,1.0,0.0
Freshwater_stream_webs_NorthCol_Biological_Food_web_n3.gml_directedindistribution.txt,Biological,Food_web,241,3,0,in,0,0,0,entire,/Volumes/Durodon/gmls/Biological/Food_web/n3/Freshwater_stream_webs_NorthCol_Biological_Food_web_n3.gml,78,4.030000000000002,6.0,15.0,-29.247807689628591,0.83699999999999986,0.0,0.0,0.0,0.0
Freshwater_stream_webs_NorthCol_Biological_Food_web_n3.gml_directedoutdistribution.txt,Biological,Food_web,241,3,0,out,0,0,0,entire,/Volumes/Durodon/gmls/Biological/Food_web/n3/Freshwater_stream_webs_NorthCol_Biological_Food_web_n3.gml,78,1.7400000000000009,1.0,50.0,-111.94906913842873,0.27400000000000002,1.0,0.0,0.0,-1.0
Freshwater_stream_webs_NorthCol_Biological_Food_web_n3.gml_directedtotaldistribution.txt,Biological,Food_web,241,3,0,total,0,0,0,entire,/Volumes/Durodon/gmls/Biological/Food_web/n3/Freshwater_stream_webs_NorthCol_Biological_Food_web_n3.gml,78,2.640000000000001,4.0,54.0,-128.8759237638115,0.70799999999999996,1.0,0.0,0.0,0.0
US_Congress_roll-call_votes_1789-2009_Rollcall_US_Senate_97_Social_Political_n3.gml_weighted2distribution.txt,Social,Political,161,3,w2,0,0,0,0,entire,/Volumes/Durodon/gmls/Social/Political/n3/US_Congress_roll-call_votes_1789-2009_Rollcall_US_Senate_97_Social_Political_n3.gml,52,2.8800000000000017,6.0,24.0,-62.730686980735683,0.22800000000000001,-1.0,0.0,0.0,-1.0
US_Congress_roll-call_votes_1789-2009_Rollcall_US_Senate_97_Social_Political_n3.gml_weighted3distribution.txt,Social,Political,101,3,w3,0,0,0,0,entire,/Volumes/Durodon/gmls/Social/Political/n3/US_Congress_roll-call_votes_1789-2009_Rollcall_US_Senate_97_Social_Political_n3.gml,46,3.1200000000000014,5.0,18.0,-40.413908623547172,0.76200000000000001,0.0,0.0,0.0,0.0
US_Congress_roll-call_votes_1789-2009_Rollcall_US_Senate_97_Social_Political_n3.gml_weighted3_largestcompdistribution.txt,Social,Political,72,3,w3,0,0,0,0,largest,/Volumes/Durodon/gmls/Social/Political/n3/US_Congress_roll-call_votes_1789-2009_Rollcall_US_Senate_97_Social_Political_n3.gml,30,3.0100000000000016,5.0,13.0,-30.137583629084567,0.377,0.0,0.0,0.0,0.0
Binary_interactomes_various_species_2012_A_thaliana_mustard_binary_hq_Biological_Protein_interactions_n3.gmldistribution.txt,Biological,Protein_interactions,1446,3,0,0,0,0,0,entire,/Volumes/Durodon/gmls/Biological/Protein_interactions/n3/Binary_interactomes_various_species_2012_A_thaliana_mustard_binary_hq_Biological_Protein_interactions_n3.gml,1001,2.4200000000000013,2.0,626.0,-1160.2045774984622,0.001,1.0,-1.0,1.0,-1.0
Binary_interactomes_various_species_2012_A_thaliana_mustard_binary_hq_Biological_Protein_interactions_n3.gml_largestcompdistribution.txt,Biological,Protein_interactions,597,3,0,0,0,0,0,largest,/Volumes/Durodon/gmls/Biological/Protein_interactions/n3/Binary_interactomes_various_species_2012_A_thaliana_mustard_binary_hq_Biological_Protein_interactions_n3.gml,297,2.5200000000000014,4.0,106.0,-266.10726109271445,0.115,0.0,0.0,1.0,-1.0
Fungal_growth_networks_Rb_M_I_Fc-M_N_26d_3_Biological_Tissue_n3.gml_multiplexpathscore_multigraphsimplifieddistribution.txt,Biological,Tissue,427,3,0,0,0,simplified,sub_pathscore,entire,/Volumes/Durodon/gmls/Biological/Tissue/n3/Fungal_growth_networks_Rb_M_I_Fc-M_N_26d_3_Biological_Tissue_n3.gml,374,1.9200000000000008,1.0,374.0,-671.36845443365326,0.0,-1.0,-1.0,-1.0,-1.0
Fungal_growth_networks_Rb_M_I_Fc-M_N_26d_3_Biological_Tissue_n3.gml_multiplexpathscore_multigraphsimplified_largestcompdistribution.txt,Biological,Tissue,410,3,0,0,0,simplified,sub_pathscore,largest,/Volumes/Durodon/gmls/Biological/Tissue/n3/Fungal_growth_networks_Rb_M_I_Fc-M_N_26d_3_Biological_Tissue_n3.gml,346,1.8800000000000008,1.0,346.0,-649.41064778374425,0.0,-1.0,-1.0,-1.0,-1.0
Fungal_growth_networks_Rb_M_I_Fc-M_N_26d_3_Biological_Tissue_n3.gml_multiplexconductance_multigraphsimplifieddistribution.txt,Biological,Tissue,427,3,0,0,0,simplified,sub_conductance,entire,/Volumes/Durodon/gmls/Biological/Tissue/n3/Fungal_growth_networks_Rb_M_I_Fc-M_N_26d_3_Biological_Tissue_n3.gml,374,1.9200000000000008,1.0,374.0,-671.36845443365326,0.0,-1.0,-1.0,-1.0,-1.0
Fungal_growth_networks_Rb_M_I_Fc-M_N_26d_3_Biological_Tissue_n3.gml_multiplexconductance_multigraphsimplified_largestcompdistribution.txt,Biological,Tissue,410,3,0,0,0,simplified,sub_conductance,largest,/Volumes/Durodon/gmls/Biological/Tissue/n3/Fungal_growth_networks_Rb_M_I_Fc-M_N_26d_3_Biological_Tissue_n3.gml,346,1.8800000000000008,1.0,346.0,-649.41064778374425,0.0,-1.0,-1.0,-1.0,-1.0
Fungal_growth_networks_Rb_M_I_Fc-M_N_26d_1_Biological_Tissue_n3.gml_multiplexpathscore_multigraphsimplifieddistribution.txt,Biological,Tissue,187,3,0,0,0,simplified,sub_pathscore,entire,/Volumes/Durodon/gmls/Biological/Tissue/n3/Fungal_growth_networks_Rb_M_I_Fc-M_N_26d_1_Biological_Tissue_n3.gml,170,1.9700000000000009,1.0,170.0,-286.41818072052445,0.0,-1.0,-1.0,-1.0,-1.0
Fungal_growth_networks_Rb_M_I_Fc-M_N_26d_1_Biological_Tissue_n3.gml_multiplexpathscore_multigraphsimplified_largestcompdistribution.txt,Biological,Tissue,183,3,0,0,0,simplified,sub_pathscore,largest,/Volumes/Durodon/gmls/Biological/Tissue/n3/Fungal_growth_networks_Rb_M_I_Fc-M_N_26d_1_Biological_Tissue_n3.gml,162,1.9400000000000008,1.0,162.0,-282.24252920049423,0.0,-1.0,-1.0,-1.0,-1.0
Fungal_growth_networks_Rb_M_I_Fc-M_N_26d_1_Biological_Tissue_n3.gml_multiplexconductance_multigraphsimplifieddistribution.txt,Biological,Tissue,187,3,0,0,0,simplified,sub_conductance,entire,/Volumes/Durodon/gmls/Biological/Tissue/n3/Fungal_growth_networks_Rb_M_I_Fc-M_N_26d_1_Biological_Tissue_n3.gml,170,1.9700000000000009,1.0,170.0,-286.41818072052445,0.0,-1.0,-1.0,-1.0,-1.0
Fungal_growth_networks_Rb_M_I_Fc-M_N_26d_1_Biological_Tissue_n3.gml_multiplexconductance_multigraphsimplified_largestcompdistribution.txt,Biological,Tissue,183,3,0,0,0,simplified,sub_conductance,largest,/Volumes/Durodon/gmls/Biological/Tissue/n3/Fungal_growth_networks_Rb_M_I_Fc-M_N_26d_1_Biological_Tissue_n3.gml,162,1.9400000000000008,1.0,162.0,-282.24252920049423,0.0,-1.0,-1.0,-1.0,-1.0
ISCAS89_Benchmark_Circuits__s444_bench_Technological_Digital_Circuit_n3.gml_directedtotaldistribution.txt,Technological,Digital_Circuit,379,3,0,total,0,0,0,entire,/Volumes/Durodon/gmls/Technological/Digital_Circuit/n3/ISCAS89_Benchmark_Circuits__s444_bench_Technological_Digital_Circuit_n3.gml,232,4.1000000000000014,5.0,32.0,-55.262385414764395,0.81200000000000006,0.0,0.0,0.0,0.0
Fungal_growth_networks_Rb_M_I_Fc-L_N_18d_3_Biological_Tissue_n3.gml_multiplexpathscore_multigraphsimplifieddistribution.txt,Biological,Tissue,382,3,0,0,0,simplified,sub_pathscore,connected,/Volumes/Durodon/gmls/Biological/Tissue/n3/Fungal_growth_networks_Rb_M_I_Fc-L_N_18d_3_Biological_Tissue_n3.gml,291,1.8100000000000007,1.0,291.0,-594.41786363452889,0.0,-1.0,-1.0,-1.0,-1.0
Fungal_growth_networks_Rb_M_I_Fc-L_N_18d_3_Biological_Tissue_n3.gml_multiplexconductance_multigraphsimplifieddistribution.txt,Biological,Tissue,382,3,0,0,0,simplified,sub_conductance,connected,/Volumes/Durodon/gmls/Biological/Tissue/n3/Fungal_growth_networks_Rb_M_I_Fc-L_N_18d_3_Biological_Tissue_n3.gml,291,1.8100000000000007,1.0,291.0,-594.41786363452889,0.0,-1.0,-1.0,-1.0,-1.0
US_Congress_roll-call_votes_1789-2009_Rollcall_US_Senate_68_Social_Political_n3.gml_weighted2distribution.txt,Social,Political,161,3,w2,0,0,0,0,connected,/Volumes/Durodon/gmls/Social/Political/n3/US_Congress_roll-call_votes_1789-2009_Rollcall_US_Senate_68_Social_Political_n3.gml,88,2.620000000000001,4.0,25.0,-60.235853938464288,0.755,0.0,0.0,0.0,0.0
US_Congress_roll-call_votes_1789-2009_Rollcall_US_Senate_68_Social_Political_n3.gml_weighted3distribution.txt,Social,Political,102,3,w3,0,0,0,0,entire,/Volumes/Durodon/gmls/Social/Political/n3/US_Congress_roll-call_votes_1789-2009_Rollcall_US_Senate_68_Social_Political_n3.gml,80,2.7200000000000011,2.0,35.0,-54.3208826682081,0.27100000000000002,1.0,0.0,1.0,0.0
US_Congress_roll-call_votes_1789-2009_Rollcall_US_Senate_68_Social_Political_n3.gml_weighted3_largestcompdistribution.txt,Social,Political,97,3,w3,0,0,0,0,largest,/Volumes/Durodon/gmls/Social/Political/n3/US_Congress_roll-call_votes_1789-2009_Rollcall_US_Senate_68_Social_Political_n3.gml,73,2.620000000000001,2.0,32.0,-52.555758476430569,0.59499999999999997,1.0,0.0,1.0,0.0
Route_Views_AS_graphs_1999-2000_as19990104_Technological_Communication_n3.gml_multigraphsimplifieddistribution.txt,Technological,Communication,1198,3,0,0,0,simplified,0,connected,/Volumes/Durodon/gmls/Technological/Communication/n3/Route_Views_AS_graphs_1999-2000_as19990104_Technological_Communication_n3.gml,530,2.2600000000000007,2.0,385.0,-787.38399212212812,0.20999999999999999,1.0,0.0,1.0,0.0
McCullen_plant-pollinator_web_McCullen_plant-pollinator_web_Biological_Food_web_n3.gml_bipartitefulldistribution.txt,Biological,Food_web,204,3,0,0,full,0,0,entire,/Volumes/Durodon/gmls/Biological/Food_web/n3/McCullen_plant-pollinator_web_McCullen_plant-pollinator_web_Biological_Food_web_n3.gml,159,2.1900000000000013,1.0,159.0,-213.52080477830449,0.878,1.0,0.0,0.0,0.0
McCullen_plant-pollinator_web_McCullen_plant-pollinator_web_Biological_Food_web_n3.gml_bipartitefull_largestcompdistribution.txt,Biological,Food_web,198,3,0,0,full,0,0,largest,/Volumes/Durodon/gmls/Biological/Food_web/n3/McCullen_plant-pollinator_web_McCullen_plant-pollinator_web_Biological_Food_web_n3.gml,150,2.1700000000000008,1.0,150.0,-206.8299156954364,0.86299999999999999,1.0,0.0,0.0,0.0
US_Congress_roll-call_votes_1789-2009_Rollcall_US_House_79_Social_Political_n3.gml_weighted2distribution.txt,Social,Political,1027,3,w2,0,0,0,0,entire,/Volumes/Durodon/gmls/Social/Political/n3/US_Congress_roll-call_votes_1789-2009_Rollcall_US_House_79_Social_Political_n3.gml,362,2.100000000000001,3.0,158.0,-434.71097938977738,0.52300000000000002,1.0,0.0,0.0,0.0
US_Congress_roll-call_votes_1789-2009_Rollcall_US_House_79_Social_Political_n3.gml_weighted2_largestcompdistribution.txt,Social,Political,1026,3,w2,0,0,0,0,largest,/Volumes/Durodon/gmls/Social/Political/n3/US_Congress_roll-call_votes_1789-2009_Rollcall_US_House_79_Social_Political_n3.gml,360,2.100000000000001,3.0,158.0,-434.71097938977738,0.52800000000000002,1.0,0.0,0.0,0.0
US_Congress_roll-call_votes_1789-2009_Rollcall_US_House_79_Social_Political_n3.gml_weighted3distribution.txt,Social,Political,659,3,w3,0,0,0,0,connected,/Volumes/Durodon/gmls/Social/Political/n3/US_Congress_roll-call_votes_1789-2009_Rollcall_US_House_79_Social_Political_n3.gml,347,1.9500000000000008,1.0,347.0,-598.65701223454164,0.0,1.0,-1.0,-1.0,-1.0
Fungal_growth_networks_Pv_M_I+4R_U_N_18d_5_Biological_Tissue_n3.gml_multiplexpathscore_multigraphsimplifieddistribution.txt,Biological,Tissue,451,3,0,0,0,simplified,sub_pathscore,entire,/Volumes/Durodon/gmls/Biological/Tissue/n3/Fungal_growth_networks_Pv_M_I+4R_U_N_18d_5_Biological_Tissue_n3.gml,375,1.8400000000000007,1.0,375.0,-737.19526534377565,0.0,-1.0,-1.0,-1.0,-1.0
Fungal_growth_networks_Pv_M_I+4R_U_N_18d_5_Biological_Tissue_n3.gml_multiplexpathscore_multigraphsimplified_largestcompdistribution.txt,Biological,Tissue,443,3,0,0,0,simplified,sub_pathscore,largest,/Volumes/Durodon/gmls/Biological/Tissue/n3/Fungal_growth_networks_Pv_M_I+4R_U_N_18d_5_Biological_Tissue_n3.gml,359,1.8200000000000007,1.0,359.0,-727.42421891659876,0.0,-1.0,-1.0,-1.0,-1.0
Fungal_growth_networks_Pv_M_I+4R_U_N_18d_5_Biological_Tissue_n3.gml_multiplexconductance_multigraphsimplifieddistribution.txt,Biological,Tissue,451,3,0,0,0,simplified,sub_conductance,entire,/Volumes/Durodon/gmls/Biological/Tissue/n3/Fungal_growth_networks_Pv_M_I+4R_U_N_18d_5_Biological_Tissue_n3.gml,375,1.8400000000000007,1.0,375.0,-737.19526534377565,0.0,-1.0,-1.0,-1.0,-1.0
Fungal_growth_networks_Pv_M_I+4R_U_N_18d_5_Biological_Tissue_n3.gml_multiplexconductance_multigraphsimplified_largestcompdistribution.txt,Biological,Tissue,443,3,0,0,0,simplified,sub_conductance,largest,/Volumes/Durodon/gmls/Biological/Tissue/n3/Fungal_growth_networks_Pv_M_I+4R_U_N_18d_5_Biological_Tissue_n3.gml,359,1.8200000000000007,1.0,359.0,-727.42421891659876,0.0,-1.0,-1.0,-1.0,-1.0
Fungal_growth_networks_Rb_M_I_Fc-M_N_18d_3_Biological_Tissue_n3.gml_multiplexpathscore_multigraphsimplifieddistribution.txt,Biological,Tissue,361,3,0,0,0,simplified,sub_pathscore,connected,/Volumes/Durodon/gmls/Biological/Tissue/n3/Fungal_growth_networks_Rb_M_I_Fc-M_N_18d_3_Biological_Tissue_n3.gml,293,1.8700000000000008,1.0,293.0,-557.80181622473435,0.0,-1.0,-1.0,-1.0,-1.0
Fungal_growth_networks_Rb_M_I_Fc-M_N_18d_3_Biological_Tissue_n3.gml_multiplexconductance_multigraphsimplifieddistribution.txt,Biological,Tissue,361,3,0,0,0,simplified,sub_conductance,connected,/Volumes/Durodon/gmls/Biological/Tissue/n3/Fungal_growth_networks_Rb_M_I_Fc-M_N_18d_3_Biological_Tissue_n3.gml,293,1.8700000000000008,1.0,293.0,-557.80181622473435,0.0,-1.0,-1.0,-1.0,-1.0
US_Congress_roll-call_votes_1789-2009_Rollcall_US_Senate_49_Social_Political_n2.gml_weighted1_largestcompdistribution.txt,Social,Political,84,2,w1,0,0,0,0,largest,/Volumes/Durodon/gmls/Social/Political/n2/US_Congress_roll-call_votes_1789-2009_Rollcall_US_Senate_49_Social_Political_n2.gml,34,2.8500000000000014,5.0,15.0,-36.704709117931976,0.45300000000000001,-1.0,0.0,0.0,-1.0
US_Congress_roll-call_votes_1789-2009_Rollcall_US_Senate_49_Social_Political_n2.gml_weighted2distribution.txt,Social,Political,121,2,w2,0,0,0,0,entire,/Volumes/Durodon/gmls/Social/Political/n2/US_Congress_roll-call_votes_1789-2009_Rollcall_US_Senate_49_Social_Political_n2.gml,59,3.9400000000000017,9.0,9.0,-21.680454332576122,0.91100000000000003,0.0,0.0,0.0,0.0
US_Congress_roll-call_votes_1789-2009_Rollcall_US_Senate_49_Social_Political_n2.gml_weighted2_largestcompdistribution.txt,Social,Political,13,2,w2,0,0,0,0,largest,/Volumes/Durodon/gmls/Social/Political/n2/US_Congress_roll-call_votes_1789-2009_Rollcall_US_Senate_49_Social_Political_n2.gml,12,2.160000000000001,1.0,12.0,-16.610294751422547,0.78500000000000003,0.0,0.0,0.0,0.0
US_Congress_roll-call_votes_1789-2009_Rollcall_US_Senate_49_Social_Political_n2.gml_weighted3distribution.txt,Social,Political,81,2,w3,0,0,0,0,entire,/Volumes/Durodon/gmls/Social/Political/n2/US_Congress_roll-call_votes_1789-2009_Rollcall_US_Senate_49_Social_Political_n2.gml,49,2.180000000000001,2.0,30.0,-64.689396252865293,0.055,0.0,0.0,0.0,0.0
US_Congress_roll-call_votes_1789-2009_Rollcall_US_Senate_49_Social_Political_n2.gml_weighted3_largestcompdistribution.txt,Social,Political,9,2,w3,0,0,0,0,largest,/Volumes/Durodon/gmls/Social/Political/n2/US_Congress_roll-call_votes_1789-2009_Rollcall_US_Senate_49_Social_Political_n2.gml,9,2.160000000000001,1.0,9.0,-12.444529695106482,0.40400000000000003,0.0,0.0,0.0,0.0
Fungal_growth_networks_Pp_M_UK_U_N_15h_6_Biological_Tissue_n3.gml_multiplexpathscore_multigraphsimplifieddistribution.txt,Biological,Tissue,429,3,0,0,0,simplified,sub_pathscore,connected,/Volumes/Durodon/gmls/Biological/Tissue/n3/Fungal_growth_networks_Pp_M_UK_U_N_15h_6_Biological_Tissue_n3.gml,281,1.6400000000000006,1.0,281.0,-716.77598596515179,0.0,-1.0,-1.0,-1.0,-1.0
Fungal_growth_networks_Pp_M_UK_U_N_15h_6_Biological_Tissue_n3.gml_multiplexconductance_multigraphsimplifieddistribution.txt,Biological,Tissue,429,3,0,0,0,simplified,sub_conductance,connected,/Volumes/Durodon/gmls/Biological/Tissue/n3/Fungal_growth_networks_Pp_M_UK_U_N_15h_6_Biological_Tissue_n3.gml,281,1.6400000000000006,1.0,281.0,-716.77598596515179,0.0,-1.0,-1.0,-1.0,-1.0
Route_Views_AS_graphs_1999-2000_as19990107_Technological_Communication_n3.gml_multigraphsimplifieddistribution.txt,Technological,Communication,1225,3,0,0,0,simplified,0,connected,/Volumes/Durodon/gmls/Technological/Communication/n3/Route_Views_AS_graphs_1999-2000_as19990107_Technological_Communication_n3.gml,538,2.2800000000000007,2.0,399.0,-808.14873960819705,0.36199999999999999,2.0,0.0,1.0,0.0
US_Congress_roll-call_votes_1789-2009_Rollcall_US_Senate_103_Social_Political_n3.gml_weighted2distribution.txt,Social,Political,162,3,w2,0,0,0,0,entire,/Volumes/Durodon/gmls/Social/Political/n3/US_Congress_roll-call_votes_1789-2009_Rollcall_US_Senate_103_Social_Political_n3.gml,60,3.140000000000001,8.0,17.0,-46.395965732142841,0.51400000000000001,0.0,0.0,0.0,-1.0
US_Congress_roll-call_votes_1789-2009_Rollcall_US_Senate_103_Social_Political_n3.gml_weighted2_largestcompdistribution.txt,Social,Political,161,3,w2,0,0,0,0,largest,/Volumes/Durodon/gmls/Social/Political/n3/US_Congress_roll-call_votes_1789-2009_Rollcall_US_Senate_103_Social_Political_n3.gml,58,3.140000000000001,8.0,17.0,-46.395965732142841,0.54000000000000004,0.0,0.0,0.0,-1.0
US_Congress_roll-call_votes_1789-2009_Rollcall_US_Senate_103_Social_Political_n3.gml_weighted3distribution.txt,Social,Political,102,3,w3,0,0,0,0,entire,/Volumes/Durodon/gmls/Social/Political/n3/US_Congress_roll-call_votes_1789-2009_Rollcall_US_Senate_103_Social_Political_n3.gml,53,2.9800000000000018,6.0,12.0,-30.447558515240537,0.81399999999999983,0.0,0.0,0.0,0.0
US_Congress_roll-call_votes_1789-2009_Rollcall_US_Senate_103_Social_Political_n3.gml_weighted3_largestcompdistribution.txt,Social,Political,101,3,w3,0,0,0,0,largest,/Volumes/Durodon/gmls/Social/Political/n3/US_Congress_roll-call_votes_1789-2009_Rollcall_US_Senate_103_Social_Political_n3.gml,51,2.9800000000000018,6.0,12.0,-30.447558515240537,0.83699999999999986,0.0,0.0,0.0,0.0
US_Congress_roll-call_votes_1789-2009_Rollcall_US_House_21_Social_Political_n3.gml_weighted2distribution.txt,Social,Political,424,3,w2,0,0,0,0,entire,/Volumes/Durodon/gmls/Social/Political/n3/US_Congress_roll-call_votes_1789-2009_Rollcall_US_House_21_Social_Political_n3.gml,160,1.6700000000000006,1.0,160.0,-394.90814790363982,0.0070000000000000001,0.0,-1.0,-1.0,-1.0
US_Congress_roll-call_votes_1789-2009_Rollcall_US_House_21_Social_Political_n3.gml_weighted2_largestcompdistribution.txt,Social,Political,419,3,w2,0,0,0,0,largest,/Volumes/Durodon/gmls/Social/Political/n3/US_Congress_roll-call_votes_1789-2009_Rollcall_US_House_21_Social_Political_n3.gml,152,1.6400000000000006,1.0,152.0,-386.97543534106796,0.0060000000000000001,0.0,-1.0,-1.0,-1.0
US_Congress_roll-call_votes_1789-2009_Rollcall_US_House_21_Social_Political_n3.gml_weighted3distribution.txt,Social,Political,220,3,w3,0,0,0,0,entire,/Volumes/Durodon/gmls/Social/Political/n3/US_Congress_roll-call_votes_1789-2009_Rollcall_US_House_21_Social_Political_n3.gml,131,1.8900000000000008,1.0,131.0,-241.94096446843133,0.048000000000000001,1.0,0.0,0.0,-1.0
